Store Number,Convenience,Shopping,Specialty,Unsought,Other,Percentage Investment
40139,1320,86,298,936,1215,13.9
40139,5280,521,3081,1678,5423,13.9
40139,611,105,229,277,751,13.9
40139,647,13,165,469,623,13.9
40139,2835,141,1374,1320,2647,13.9
40139,2046,199,1082,765,2070,13.9
40139,1698,284,548,866,1764,13.9
40141,857,170,454,233,855,23.6
40141,7605,1153,4581,1871,7958,23.6
40141,2455,308,1538,609,2384,23.6
40141,3350,529,2068,753,3633,23.6
40143,9622,556,5356,3710,10376,15.7
40143,54710,2383,19037,33290,49355,15.7
40143,161626,10213,78151,73262,174553,15.7
40143,20864,1607,12013,7244,22988,15.7
40143,22068,1892,12673,7503,21583,15.7
40143,119064,6034,39767,73263,118612,15.7
40143,2589,365,1361,863,2606,15.7
40143,4903,541,2708,1654,5162,15.7
40143,79590,4532,34920,40138,80678,15.7
40143,43978,3603,24228,16147,53798,15.7
40143,400820,53300,156776,190744,426257,15.7
40143,169179,15330,67362,86487,154598,15.7
40143,21039,1852,10945,8242,21672,15.7
40143,9954,1087,5907,2960,9758,15.7
40145,25229,2132,14457,8640,25001,11.3
40145,3640,460,2101,1079,3491,11.3
40145,18199,2007,10892,5300,18581,11.3
40145,4800,508,2607,1685,4615,11.3
40147,53225,4803,26439,21983,53793,14.3
40147,2054,218,841,995,2313,14.3
40147,9698,927,5851,2920,10381,14.3
40147,6847,1049,3213,2585,7224,14.3
40149,5388,817,3164,1407,5689,16
40149,3634,313,1789,1532,3684,16
40149,6622,540,3377,2705,7491,16
40149,3684,357,1485,1842,3737,16
40151,15355,1067,5368,8920,12954,13.5
40151,2031,83,624,1324,2012,13.5
40151,4790,132,1842,2816,3888,13.5
40153,2633,76,506,2051,3118,12.5
40153,5255,410,1880,2965,5444,12.5
40153,4345,188,927,3230,4908,12.5
40153,27331,2311,11450,13570,28210,12.5
42133,109682,2818,29454,77410,99648,9.8
42133,83529,2071,19309,62149,77662,9.8
42133,99151,2145,24452,72554,94771,9.8
42133,31148,1268,7534,22346,29961,9.8
42133,65661,2248,20917,42496,59276,9.8
42133,53945,1444,13123,39378,71554,9.8
42133,130815,12753,82250,35812,117693,9.8
42133,44742,810,15025,28907,48907,9.8
42133,53146,940,19092,33114,54621,9.8
42133,63242,1353,20184,41705,59499,9.8
42133,62388,1511,19904,40973,60805,9.8
42133,53558,1070,8497,43991,51138,9.8
42133,42931,1333,14775,26823,41290,9.8
42133,51005,918,15200,34887,48820,9.8
42133,87966,2337,30955,54674,78500,9.8
42133,27610,1551,4379,21680,27032,9.8
42101,3030964,271369,1476387,1283208,2824311,25.3
42101,393705,48163,124287,221255,392783,25.3
42101,31330,0,8644,22686,31573,25.3
42103,78101,2421,28511,47169,97984,9.8
42103,69811,2232,15926,51653,65910,9.8
42105,4594,333,2598,1663,4378,14
42105,12817,470,6673,5674,11830,14
42105,6983,298,3495,3190,6653,14
42105,10125,584,6546,2995,9658,14
42105,8267,381,5399,2487,6757,14
42107,17969,1198,11459,5312,17647,12.8
42107,18073,744,9004,8325,17210,12.8
42107,24384,874,11037,12473,20955,12.8
42107,39096,2066,20481,16549,46872,12.8
42107,10704,533,4929,5242,9755,12.8
42107,19528,774,10289,8465,19268,12.8
42107,16998,1356,10989,4653,15784,12.8
42107,28749,1308,12444,14997,27648,12.8
42107,22082,6895,4522,10665,21963,12.8
42107,40936,990,15504,24442,38212,12.8
42107,28057,1241,14601,12215,34322,12.8
42107,13163,452,6974,5737,13400,12.8
42107,7823,433,1297,6093,8695,12.8
42109,37458,2384,16994,18080,35509,12.7
42109,41819,2079,14471,25269,41022,12.7
42111,11903,437,7763,3703,11129,14.1
42111,18413,1090,11937,5386,17119,14.1
42111,14443,601,9460,4382,15698,14.1
42111,5540,367,3418,1755,5342,14.1
42111,14042,745,10103,3194,13683,14.1
42111,11560,393,5382,5785,10848,14.1
42111,4570,403,2850,1317,4600,14.1
42111,8703,412,5875,2416,8059,14.1
42111,37154,1344,14018,21792,35508,14.1
42111,7022,217,2629,4176,6092,14.1
42111,16991,794,12145,4052,28928,14.1
42111,6059,1050,968,4041,6348,14.1
42113,13912,440,4866,8606,13909,12.8
42115,25458,896,13555,11007,26002,12.7
42115,15032,647,10368,4017,15100,12.7
42115,5178,480,916,3782,5071,12.7
42115,17910,680,10556,6674,15056,12.7
42115,14120,608,6759,6753,14342,12.7
42115,19924,796,11089,8039,20038,12.7
42117,25036,826,10096,14114,24933,13.3
42117,33059,1831,19422,11806,31517,13.3
42117,30478,1163,15112,14203,28742,13.3
42119,33360,660,7853,24847,52411,11.8
42119,29866,1326,13226,15314,29672,11.8
42119,12294,217,878,11199,6893,11.8
42121,18904,794,10895,7215,17396,14.6
42121,32967,1494,18801,12672,31133,14.6
42121,29763,2090,20455,7218,28765,14.6
42121,13913,720,9668,3525,13103,14.6
42121,6133,159,1065,4909,5834,14.6
42125,19143,558,10394,8191,18950,9.7
42125,14330,470,9449,4411,13409,9.7
42125,23402,1224,13384,8794,20844,9.7
42125,60234,507,14245,45482,62269,9.7
42125,57405,24230,6683,26492,59385,9.7
42125,10304,365,6281,3658,12285,9.7
42125,77672,1399,21317,54956,76751,9.7
42125,18030,327,7633,10070,16370,9.7
42125,18211,538,9833,7840,18733,9.7
42125,44828,1982,21766,21080,51378,9.7
42125,17616,731,9935,6950,16898,9.7
42125,19068,793,13364,4911,18812,9.7
42125,31328,821,16406,14101,31393,9.7
42125,52693,1492,20908,30293,50362,9.7
42125,3232,137,619,2476,3086,9.7
42125,5408,1132,880,3396,4949,9.7
42127,52730,1811,17313,33606,49217,13.7
42127,42235,1274,14432,26529,43141,13.7
42129,34305,2380,19091,12834,33520,9.8
42129,54018,646,15096,38276,52102,9.8
42129,44299,1700,17580,25019,42654,9.8
42129,90415,1855,31801,56759,86319,9.8
42129,19669,2213,11545,5911,19120,9.8
42129,30336,888,10547,18901,27968,9.8
42129,15628,1268,9605,4755,15210,9.8
42129,32884,1362,15357,16165,32053,9.8
42129,35792,3364,20422,12006,36410,9.8
42129,29019,1289,16314,11416,27877,9.8
42129,66403,1916,26810,37677,67386,9.8
42129,42917,11001,7125,24791,42891,9.8
42129,28164,651,11618,15895,27696,9.8
42129,55588,1574,19937,34077,56445,9.8
42129,52724,895,23455,28374,64995,9.8
42129,36816,1694,16804,18318,38395,9.8
42129,55274,2702,26635,25937,55752,9.8
42129,32292,1200,17402,13690,31753,9.8
42129,7904,329,1391,6184,7823,9.8
42129,4484,92,724,3668,4487,9.8
42129,2954,146,554,2254,3086,9.8
42131,21442,618,10607,10217,25662,11.3
42131,46658,1540,20999,24119,48619,11.3
46137,8192,4829,2328,1035,6889,43.7
46137,6408,2953,2555,900,5962,43.7
46101,3317,199,996,2122,2541,10.5
46101,7494,858,2824,3812,7495,10.5
46103,26000,6645,13009,6346,26717,14.5
46103,6559,1064,150,5345,5765,14.5
46103,2508,205,1242,1061,2498,14.5
46103,131494,14730,38435,78329,131908,14.5
46103,3553,821,835,1897,3622,14.5
46105,2601,236,556,1809,2212,12.7
46105,3882,517,1013,2352,3505,12.7
46107,3799,198,915,2686,2947,9.8
46107,2518,136,180,2202,6025,9.8
46109,2681,222,986,1473,2482,17.9
46109,12244,4154,3266,4824,11218,17.9
46109,1971,266,708,997,2213,17.9
46109,2559,272,909,1378,2432,17.9
46111,2621,165,431,2025,2495,11.7
46111,2532,166,788,1578,2209,11.7
46102,29363,18287,9425,1651,24245,40.7
46115,2627,196,403,2028,2168,11
46115,3031,164,198,2669,2979,11
46115,7002,588,2541,3873,6630,11
46115,3315,241,282,2792,8397,11
46117,5914,896,624,4394,5295,7.9
46119,5248,165,144,4939,4816,7.2
46121,31085,17365,11890,1830,26485,48.6
46123,2945,304,933,1708,2829,17.3
46123,7972,1014,2061,4897,9461,17.3
46125,2765,173,800,1792,2584,9.2
46125,3718,249,1087,2382,3235,9.2
46125,2679,175,632,1872,2696,9.2
46125,4193,203,1412,2578,3802,9.2
46125,4352,235,683,3434,3383,9.2
46127,4057,212,889,2956,3609,6.6
46127,6940,498,2237,4205,7963,6.6
46127,7150,399,2094,4657,6331,6.6
46127,13211,612,2568,10031,12850,6.6
46129,6683,807,2621,3255,5971,14.8
46129,2467,162,206,2099,2544,14.8
46135,3095,217,1505,1373,2622,11.8
46135,25486,2146,8075,15265,23955,11.8
47105,48902,4024,22459,22419,53045,10.6
47105,23087,2118,9638,11331,22412,10.6
47107,46803,6098,27325,13380,45804,16.9
47107,3464,782,1882,800,3242,16.9
47109,38327,5467,24444,8416,38654,22
47113,121570,18591,48801,54178,121941,19
47119,105804,11644,52581,41579,108834,11.5
47121,16373,2231,10405,3737,16122,18.3
47129,28475,3912,20002,4561,28058,22.7
47131,32615,3381,18626,10608,32402,18.6
47131,15323,1929,7648,5746,16044,18.6
47133,28828,3949,18589,6290,26661,18.7
47137,7227,947,4604,1676,6593,17
47143,39585,4910,24012,10663,41642,18.2
47145,65079,6910,30827,27342,63885,14.2
47149,378876,25534,184801,168541,403781,10.3
47149,82857,10423,36666,35768,83006,10.3
47151,27999,4019,18261,5719,26510,22
47151,11547,1092,7410,3045,11044,22
47153,21133,3166,12492,5475,19048,17.7
47155,159758,13355,41785,104618,148359,15.1
47159,28178,3141,16782,8255,25649,14.6
47163,100184,10020,41992,48172,94340,16.4
47163,44439,3323,15326,25790,40498,16.4
47163,79570,6598,26443,46529,76644,16.4
47165,259510,18391,128258,112861,258399,9.7
47167,94939,10095,60706,24138,92637,16.1
47171,22724,3023,14037,5664,23775,17.3
47175,8254,943,5357,1954,8063,19.1
47183,38216,4512,22857,10847,47739,20.8
47185,34947,4879,21701,8367,36693,17.7
47187,326751,11944,124444,190363,345783,5.2
47187,57177,2886,14480,39811,51349,5.2
47189,143075,9343,69327,64405,151800,8.1
47189,36558,3515,16482,16561,36596,8.1
47103,12858,1452,7642,3764,12652,16.7
47123,13110,1776,8132,3202,11284,19.3
47127,9668,684,4828,4156,9918,10.9
47157,47855,2062,20929,24864,40158,20.8
47157,83616,5875,37641,40100,76872,20.8
47157,77465,3417,34864,39184,79211,20.8
47157,56871,1823,24492,30556,53526,20.8
47157,29140,3870,12788,12482,28041,20.8
47157,9343,290,4328,4725,11322,20.8
47169,11388,1286,7278,2824,10610,15.3
47179,82570,7352,28300,46918,76374,14.8
47115,2587,242,1514,831,2497,18.3
48201,1211,42,940,229,1304,16.6
48201,758420,101027,407653,249740,854520,16.6
48201,514485,69453,267003,178029,501220,16.6
48201,99298,11720,47076,40502,87174,16.6
48201,64700,4908,29290,30502,111570,16.6
48201,1175118,83219,420157,671742,1291882,16.6
48201,152129,8860,20934,122335,142385,16.6
48201,264623,25343,110762,128518,223122,16.6
48201,274141,23995,92005,158141,288196,16.6
48201,2480131,293958,343314,1842859,2736150,16.6
48201,36164,2152,18204,15808,30917,16.6
48201,445196,22264,198358,224574,398180,16.6
48201,535140,35016,233451,266673,627974,16.6
48201,135236,6062,5914,123260,220769,16.6
48201,607584,71419,356685,179480,593001,16.6
48201,104632,10813,16452,77367,96817,16.6
48201,450543,43914,31970,374659,429647,16.6
48201,409444,38439,209035,161970,359780,16.6
48201,159496,5937,26215,127344,181646,16.6
48201,29051,12192,6352,10507,28045,16.6
48439,8196,99,6483,1614,8829,13.6
48439,666458,75712,270925,319821,714467,13.6
48439,59021,4909,23733,30379,55076,13.6
48439,259608,23665,112176,123767,285253,13.6
48439,113207,3545,8343,101319,103309,13.6
48439,46440,5166,31922,9352,38606,13.6
48439,166424,14678,65465,86281,160248,13.6
48439,60627,6016,37898,16713,63305,13.6
48439,963004,136873,416835,409296,969092,13.6
48439,183679,8790,10628,164261,181443,13.6
48439,236721,18223,76261,142237,206069,13.6
48439,353248,15367,117808,220073,434692,13.6
48439,34115,2527,14434,17154,31088,13.6
48439,387079,20982,188782,177315,372680,13.6
48439,37925,3622,21356,12947,34233,13.6
48439,196952,12371,72576,112005,200014,13.6
48439,66582,4746,34954,26882,62463,13.6
48439,24208,7481,2513,14214,23629,13.6
48309,7015,538,3597,2880,6837,18.5
48309,10040,849,7261,1930,9325,18.5
48309,8979,756,5781,2442,8681,18.5
48309,26400,1412,14150,10838,22587,18.5
48309,24925,4249,12663,8013,22861,18.5
48309,5826,200,3454,2172,5382,18.5
48309,2766,201,2092,473,3133,18.5
48309,2012,148,947,917,1763,18.5
48309,36345,6449,19056,10840,32971,18.5
48309,18924,871,9739,8314,17399,18.5
48309,6149,583,3969,1597,5520,18.5
48309,16036,2169,8669,5198,18625,18.5
48309,79322,3839,13862,61621,70923,18.5
48309,8189,804,4999,2386,7360,18.5
48309,8033,659,1313,6061,6657,18.5
48309,23823,1448,13438,8937,36601,18.5
48309,172246,28540,79047,64659,157679,18.5
48309,24389,11148,7223,6018,39403,18.5
48309,25664,11263,2348,12053,21783,18.5
48309,7895,483,4775,2637,7402,18.5
48215,63412,3052,33320,27040,57102,31.2
48215,183861,29292,138436,16133,172544,31.2
48215,63295,11197,47219,4879,59916,31.2
48215,394282,58699,261398,74185,358460,31.2
48215,42731,6750,28378,7603,38510,31.2
48215,9248,1296,6012,1940,8030,31.2
48215,254963,39999,137900,77064,246457,31.2
48215,68568,15086,46311,7171,67665,31.2
48215,180675,25414,128198,27063,173043,31.2
48215,13295,2152,9621,1522,12231,31.2
48215,381995,59545,263723,58727,340336,31.2
48215,24994,4649,18336,2009,22993,31.2
48215,106203,9517,55284,41402,97915,31.2
48215,343922,52172,257379,34371,321539,31.2
48215,52532,7232,38525,6775,50723,31.2
48215,195797,30603,139352,25842,173751,31.2
48215,38869,16354,3196,19319,36274,31.2
48193,2675,115,1515,1045,2125,15.1
48193,8991,559,4657,3775,7698,15.1
48193,6500,473,3566,2461,6050,15.1
48101,2858,230,844,1784,2631,21.4
48103,28089,731,8138,19220,30222,10.3
48105,24080,629,3103,20348,24364,16.9
48107,5076,571,3391,1114,4485,24.1
48107,5572,1566,1365,2641,6165,24.1
48107,6958,824,4467,1667,6535,24.1
48109,10546,645,321,9580,9161,23.6
48111,19096,1578,6525,10993,16438,11.3
48111,2514,200,697,1617,3843,11.3
48113,299904,24020,55682,220202,265480,16.3
48113,85412,6939,35109,43364,75286,16.3
48113,152142,3157,8644,140341,151838,16.3
48113,1896322,287161,433807,1175354,1890331,16.3
48113,111087,11624,63720,35743,101654,16.3
48113,139925,13478,70052,56395,192636,16.3
48113,597799,54476,335560,207763,609171,16.3
48113,340650,32385,214112,94153,329770,16.3
48113,160413,960,5789,153664,199699,16.3
48113,386610,45243,188073,153294,366965,16.3
48113,80779,8819,42480,29480,79356,16.3
48113,431774,39656,289527,102591,414659,16.3
48113,404491,35145,118239,251107,375664,16.3
48113,19010,642,4054,14314,21450,16.3
48113,78547,51423,6400,20724,51413,16.3
48115,11290,221,992,10077,11720,21.4
48115,2889,114,969,1806,3120,21.4
48115,13431,180,930,12321,12476,21.4
48115,23462,3614,12451,7397,27191,21.4
48117,43507,5567,22251,15689,39617,17.1
48117,1707,84,1131,492,1589,17.1
48119,10384,1227,6273,2884,8787,18.5
48147,2615,370,1484,761,2427,16.1
48147,21939,4105,9912,7922,20931,16.1
48147,4329,215,3384,730,4634,16.1
48147,3252,163,2507,582,3020,16.1
48147,10034,560,7142,2332,8691,16.1
48147,5734,299,4035,1400,8523,16.1
48147,3866,163,2354,1349,2968,16.1
48147,6358,291,3570,2497,6273,16.1
48147,7607,649,4190,2768,6953,16.1
48121,28866,297,4537,24032,52371,8.2
48121,23885,621,10817,12447,20457,8.2
48121,321727,24205,90085,207437,376291,8.2
48121,25395,758,11710,12927,24769,8.2
48121,46182,2840,18066,25276,41830,8.2
48121,615597,32773,120397,462427,560130,8.2
48121,81549,5392,28997,47160,76133,8.2
48121,247323,7343,43980,196000,267615,8.2
48121,16899,2047,6039,8813,14636,8.2
48121,17109,528,4388,12193,15020,8.2
48121,29634,1990,14423,13221,29937,8.2
48123,33088,1911,6321,24856,76370,18.2
48123,1424,78,314,1032,1302,18.2
48123,9993,113,132,9748,9181,18.2
48123,14026,78,57,13891,14316,18.2
48123,25845,335,376,25134,24156,18.2
48285,23626,3355,4621,15650,35744,12.5
48285,1351,69,66,1216,3952,12.5
48285,14251,474,3642,10135,19137,12.5
48285,5416,153,799,4464,6317,12.5
48285,8701,273,411,8017,9061,12.5
48285,1440,45,630,765,1265,12.5
48285,1209,53,544,612,1086,12.5
48125,1954,155,903,896,1995,21.8
48125,5111,222,1981,2908,4566,21.8
48127,76801,3615,2536,70650,80850,27.6
48129,5868,421,3702,1745,5322,18.6
48129,1885,108,1168,609,1440,18.6
48131,5482,578,1950,2954,5199,26.3
48131,723,125,359,239,688,26.3
48131,16076,2124,10651,3301,18400,26.3
48131,11083,865,5078,5140,14319,26.3
48133,10348,587,1250,8511,8787,20
48133,10389,678,4784,4927,8951,20
48133,4471,847,2020,1604,4667,20
48133,4736,416,3027,1293,4472,20
48133,2285,254,1197,834,2107,20
48135,264378,27229,76967,160182,332432,13.9
48137,4348,434,1097,2817,3593,23.3
48137,4626,329,922,3375,4087,23.3
48139,4279,170,3579,530,3998,9.7
48139,62925,6039,27436,29450,50826,9.7
48139,27120,3117,19283,4720,28506,9.7
48139,6974,538,4734,1702,7287,9.7
48139,11469,754,6639,4076,10016,9.7
48139,88094,3189,30223,54682,90047,9.7
48139,3118,221,1966,931,2759,9.7
48139,14092,924,9321,3847,12623,9.7
48139,63316,3906,34148,25262,68246,9.7
48139,91468,5845,34195,51428,91984,9.7
48141,128833,16376,91121,21336,123571,22.7
48141,26150,2836,20436,2878,28679,22.7
48141,44924,7170,34848,2906,45263,22.7
48141,439467,46901,279138,113428,421424,22.7
48141,15238,2371,11873,994,14465,22.7
48141,72018,8919,35432,27667,71347,22.7
48141,459688,68275,300489,90924,431102,22.7
48141,51475,42589,2963,5923,47760,22.7
48141,643516,111553,332239,199724,599378,22.7
48141,10142,1587,6266,2289,9464,22.7
48143,1550,53,81,1416,1953,19.5
48143,13819,1699,7839,4281,12474,19.5
48143,2177,92,676,1409,1972,19.5
48143,3083,237,1856,990,3436,19.5
48143,1276,61,322,893,1206,19.5
48143,37440,3030,13129,21281,37460,19.5
48143,1059,109,432,518,1039,19.5
48145,6861,1384,4653,824,5805,25.6
48145,11561,2109,6708,2744,10683,25.6
48145,2570,659,1602,309,3560,25.6
48145,8256,730,5417,2109,7484,25.6
48149,2520,97,247,2176,2279,11.1
48149,7682,833,558,6291,6364,11.1
48149,21771,2261,6175,13335,19076,11.1
48149,4688,157,527,4004,4240,11.1
48149,7874,541,2240,5093,7782,11.1
48151,3535,147,2030,1358,3082,15.6
48151,3729,309,1708,1712,3655,15.6
48153,11241,1547,5684,4010,9572,22.8
48153,5530,337,3865,1328,5262,22.8
48155,3573,306,693,2574,3180,18
48157,320114,22440,106294,191380,368842,8.3
48157,32669,1280,18615,12774,27592,8.3
48157,758885,45181,274154,439550,754856,8.3
48157,36994,3098,4830,29066,33550,8.3
48157,835819,45898,264587,525334,1001814,8.3
48159,17638,1455,3455,12728,22199,15.8
48161,3093,101,507,2485,2950,19.1
48161,27937,2418,3903,21616,26577,19.1
48161,18981,1079,3209,14693,15683,19.1
48161,5644,262,3398,1984,4525,19.1
48163,18608,1443,1384,15781,42428,25.8
48163,27404,4214,2762,20428,24722,25.8
48165,4303,88,847,3368,3893,14.6
48165,9931,475,4567,4889,8950,14.6
48165,73453,2321,12839,58293,65534,14.6
48167,421828,18058,129012,274758,487156,12.9
48167,117258,10289,54952,52017,131599,12.9
48167,61533,1364,19627,40542,57634,12.9
48167,100017,18826,5386,75805,92955,12.9
48167,2053,83,690,1280,2066,12.9
48167,22501,5445,7392,9664,21800,12.9
48167,28267,5484,3475,19308,25561,12.9
48167,48619,2480,25671,20468,41384,12.9
48167,76655,7051,13759,55845,79565,12.9
48169,12517,1044,1496,9977,21184,30
48169,1817,131,899,787,1716,30
48171,589,0,203,386,447,9.8
48171,40302,2816,3674,33812,41122,9.8
48171,6835,275,2211,4349,6270,9.8
48173,33724,149,688,32887,38065,8.7
48175,17812,1002,5688,11122,15734,14.3
48177,30754,2966,7869,19919,45682,17.1
48177,17272,2195,2489,12588,17847,17.1
48177,3756,405,951,2400,3378,17.1
48179,1590,19,333,1238,1308,19.4
48179,3355,82,1090,2183,4229,19.4
48179,3255,111,1325,1819,2893,19.4
48179,38264,3351,15619,19294,40155,19.4
48181,9274,334,5533,3407,7873,13.2
48181,5983,265,3677,2041,5502,13.2
48181,53516,5332,25445,22739,47911,13.2
48181,12819,2513,5878,4428,15806,13.2
48181,11876,330,7637,3909,10425,13.2
48181,14149,1058,3661,9430,15100,13.2
48181,79897,8338,29125,42434,66253,13.2
48181,9594,780,3867,4947,8596,13.2
48181,5866,207,3753,1906,6207,13.2
48181,7917,240,5176,2501,7182,13.2
48181,16121,445,6695,8981,14748,13.2
48181,17918,1118,6745,10055,15303,13.2
48181,8776,348,5603,2825,7825,13.2
48183,20026,1446,10818,7762,40401,17.4
48183,39644,3892,12826,22926,35965,17.4
48183,101132,10030,26213,64889,95296,17.4
48183,49073,3914,19811,25348,43660,17.4
48183,14501,1823,6765,5913,14247,17.4
48183,19390,935,10285,8170,19343,17.4
48183,13167,720,7779,4668,15412,17.4
48183,32804,18214,1872,12718,30827,17.4
48185,10911,554,2224,8133,9358,16.7
48185,5543,260,1116,4167,5641,16.7
48185,31690,4489,6586,20615,31381,16.7
48185,1941,117,396,1428,2285,16.7
48187,14143,948,4421,8774,17034,9.8
48187,19931,960,7881,11090,19577,9.8
48187,144044,6186,65060,72798,138107,9.8
48187,78653,8862,27234,42557,115296,9.8
48189,10425,503,1589,8333,10549,21.6
48189,1829,113,1098,618,1767,21.6
48189,7069,704,4985,1380,6249,21.6
48189,3174,321,1998,855,2913,21.6
48189,49592,6575,30317,12700,47651,21.6
48191,7036,714,3901,2421,7329,25.8
48195,6787,176,2394,4217,5572,13.4
48195,2937,83,591,2263,2316,13.4
48195,10538,483,3453,6602,9581,13.4
48197,2986,231,1006,1749,5685,17.8
48197,9582,3177,2928,3477,11430,17.8
48199,12059,845,6146,5068,10830,10.8
48199,5720,404,3074,2242,5099,10.8
48199,31470,2674,15872,12924,47135,10.8
48199,22131,2122,8527,11482,20065,10.8
48199,33943,2290,18610,13043,30507,10.8
48203,9586,441,3803,5342,9133,17.4
48203,54558,4930,13245,36383,48660,17.4
48203,8166,435,5552,2179,7381,17.4
48203,3394,746,272,2376,3334,17.4
48203,9399,725,3799,4875,10654,17.4
48203,58499,10019,13593,34887,70808,17.4
48205,3137,109,616,2412,2933,9.6
48205,3026,162,679,2185,5954,9.6
48207,7735,636,4513,2586,7621,24.5
48207,2412,121,535,1756,1943,24.5
48207,1794,159,1120,515,1616,24.5
48209,65596,1409,6509,57678,101135,12.4
48209,197729,12523,100348,84858,195928,12.4
48209,94846,8462,21465,64919,85169,12.4
48209,25522,1393,2022,22107,24422,12.4
48211,25584,340,2251,22993,22431,10
48213,32885,4179,12687,16019,31998,16.8
48213,29009,2802,16415,9792,25336,16.8
48213,6310,353,2968,2989,9931,16.8
48213,16131,1836,7293,7002,15653,16.8
48213,5051,275,1933,2843,9604,16.8
48213,17974,2196,1961,13817,19303,16.8
48213,2117,155,1520,442,2123,16.8
48213,2183,123,1432,628,1965,16.8
48217,3166,141,1679,1346,3519,16.2
48217,3224,211,1905,1108,2772,16.2
48217,4734,362,2723,1649,4307,16.2
48217,2760,220,1566,974,2057,16.2
48217,5317,1303,2545,1469,6606,16.2
48217,22511,2377,10949,9185,19341,16.2
48217,5066,540,3207,1319,4273,16.2
48217,8327,721,4895,2711,7509,16.2
48217,1560,208,832,520,1349,16.2
48217,2525,300,1835,390,1880,16.2
48217,2631,177,2009,445,2271,16.2
48217,16900,1094,6478,9328,26221,16.2
48219,2709,248,1437,1024,2938,17.1
48219,33957,4990,9077,19890,44786,17.1
48219,4335,308,2444,1583,3702,17.1
48219,5275,407,2839,2029,5233,17.1
48219,17715,300,5426,11989,17231,17.1
48219,1959,87,1108,764,1843,17.1
48221,76546,5456,10181,60909,95943,10.3
48221,5133,833,1549,2751,6637,10.3
48221,8047,234,4527,3286,6836,10.3
48223,4478,265,3161,1052,4310,15.3
48223,3158,166,2244,748,3471,15.3
48223,5510,441,3809,1260,5010,15.3
48223,3735,674,2229,832,3596,15.3
48223,2905,135,1506,1264,2455,15.3
48223,44899,5455,22366,17078,45913,15.3
48223,8737,1257,5721,1759,7753,15.3
48225,16394,3302,7459,5633,13898,22.1
48225,5496,484,2013,2999,4970,22.1
48225,3538,305,2170,1063,3344,22.1
48225,5824,609,3162,2053,6102,22.1
48225,5815,389,1297,4129,5548,22.1
48227,43341,4983,12033,26325,41296,17.9
48227,8980,270,3629,5081,8780,17.9
48227,13653,238,3223,10192,12261,17.9
48229,1951,157,1034,760,1816,21.4
48229,5988,824,2875,2289,5628,21.4
48229,1897,201,668,1028,1638,21.4
48231,7222,408,4692,2122,7062,16.3
48231,3976,242,2768,966,3663,16.3
48231,6275,360,4515,1400,5445,16.3
48231,16864,585,10128,6151,17517,16.3
48231,19362,3103,9649,6610,20445,16.3
48231,57780,9834,22754,25192,98698,16.3
48231,10962,489,6931,3542,9713,16.3
48231,6171,441,5308,422,5119,16.3
48231,28165,4157,14020,9988,26287,16.3
48231,8018,716,5714,1588,6780,16.3
48233,30471,3683,15883,10905,26294,13.1
48233,8112,536,5461,2115,11477,13.1
48233,18932,476,2604,15852,18588,13.1
48235,19893,165,633,19095,16939,8
48237,4225,198,727,3300,3044,17.2
48237,21476,1081,1668,18727,16633,17.2
48237,5281,241,319,4721,4275,17.2
48239,17826,2360,8092,7374,18045,13.5
48239,8094,303,2962,4829,6957,13.5
48239,12477,382,3023,9072,11658,13.5
48241,6013,1789,1496,2728,5339,19.2
48241,15597,1698,8612,5287,26144,19.2
48241,6226,347,541,5338,5916,19.2
48241,27769,3588,11328,12853,26486,19.2
48241,15729,1212,10569,3948,20057,19.2
48243,3072,207,745,2120,2625,13
48243,1405,30,904,471,1328,13
48245,209349,29114,46538,133697,184529,20.1
48245,50195,3825,17497,28873,45695,20.1
48245,119050,14512,32045,72493,115957,20.1
48245,57946,2991,11966,42989,47447,20.1
48245,10202,487,1170,8545,8963,20.1
48245,10456,4191,1232,5033,9806,20.1
48245,17759,722,6990,10047,27111,20.1
48247,12824,1583,6400,4841,15297,27.9
48249,50684,9387,20777,20520,48345,23.2
48249,8185,1424,5488,1273,7164,23.2
48249,1176,87,441,648,1170,23.2
48249,19823,1349,14032,4442,17034,23.2
48249,8304,1838,4588,1878,7994,23.2
48251,39056,3294,13098,22664,36992,11.3
48251,116294,5808,47201,63285,115714,11.3
48251,69074,6656,25166,37252,63391,11.3
48251,24003,2308,8955,12740,25642,11.3
48251,11914,391,6995,4528,10670,11.3
48251,54663,3754,26982,23927,70693,11.3
48251,12185,922,8663,2600,12667,11.3
48251,8936,461,4019,4456,7879,11.3
48251,22440,2126,15956,4358,19444,11.3
48253,8567,548,5795,2224,7837,21.3
48253,4988,405,2413,2170,4471,21.3
48253,8290,373,5906,2011,7403,21.3
48253,1865,103,687,1075,1809,21.3
48253,9684,2017,6040,1627,9600,21.3
48255,13522,111,373,13038,30690,21.8
48255,73222,2757,871,69594,82692,21.8
48255,19094,875,980,17239,27163,21.8
48255,11059,383,1727,8949,23625,21.8
48257,34120,1464,22270,10386,30820,11.4
48257,90465,3059,42552,44854,80118,11.4
48257,41035,3851,27025,10159,61750,11.4
48257,17958,1928,10599,5431,14897,11.4
48257,37380,3909,16722,16749,32433,11.4
48257,10713,691,7747,2275,9753,11.4
48257,47325,5397,20747,21181,42900,11.4
48259,86904,2828,7975,76101,109427,7.4
48259,13327,748,2938,9641,12410,7.4
48261,11173,22,185,10966,10488,16.2
